Teacher_ID,First_Name,Last_Name,Region,Age,Years_Experience,Educational_Attainment,Major_Specialization,Subject_Taught,Certification_Level,Fragility_Indicator
2026-STAR-1651,Juan,Gomez,Region I,46,9,Bachelor of Secondary Education,Biology,Biology,Level 2,Low
2026-STAR-1652,Carlos,Dela Cruz,Region IX,27,6,PhD STEM,Chemistry,Chemistry,Level 3,Low
2026-STAR-1653,Lourdes,Reyes,Region XI,51,27,Bachelor of Secondary Education,Unrelated / Not Specified,General Science,Level 1,High
2026-STAR-1654,Carmela,Perez,Region VIII,35,0,Master of Arts in Ed,Physics,General Science,Level 1,High
2026-STAR-1655,Carlos,Gonzales,Region X,29,20,PhD STEM,Chemistry,Biology,Level 1,High
2026-STAR-1656,Pilar,Rodriguez,BARMM,33,8,BS Science,General Science,Mathematics,Level 1,High
2026-STAR-1657,Pilar,Tolentino,Region IV-B,28,31,PhD STEM,Unrelated / Not Specified,Mathematics,Level 2,High
2026-STAR-1658,Manuel,Dela Cruz,Region XIII,46,18,BS Science,Chemistry,Physics,Level 1,High
2026-STAR-1659,Pedro,Rodriguez,Region XIII,29,17,Bachelor of Secondary Education,General Science,General Science,Level 2,Low
2026-STAR-1660,Carmen,Villanueva,Region IV-B,41,18,Master of Arts in Ed,Mathematics,Mathematics,Level 3,Low
2026-STAR-1661,Carmela,Tolentino,Region X,44,17,Bachelor of Secondary Education,Biology,Biology,Level 2,Low
2026-STAR-1662,Sofia,Rizal,Region V,45,20,Bachelor of Secondary Education,Physics,Physics,Level 2,Low
2026-STAR-1663,Elena,Torres,Region I,45,27,Bachelor of Secondary Education,Biology,Biology,Level 3,Low
2026-STAR-1664,Roberto,Gonzales,NCR,31,24,Master of Arts in Ed,Unrelated / Not Specified,Physics,Level 2,High
2026-STAR-1665,Lourdes,Aquino,Region IV-B,48,9,Bachelor of Secondary Education,Chemistry,Chemistry,Level 2,Low
2026-STAR-1666,Antonio,Navarro,Region VII,37,12,BS Science,Mathematics,Mathematics,Level 2,Low
2026-STAR-1667,Roberto,Santos,Region II,35,13,BS Science,Chemistry,Biology,Level 1,High
2026-STAR-1668,Ramon,Aquino,CAR,49,28,Bachelor of Secondary Education,General Science,Physics,Level 1,High
2026-STAR-1669,Miguel,Mendoza,Region X,33,24,Bachelor of Secondary Education,Physics,Physics,Level 2,Low
2026-STAR-1670,Carlos,Villanueva,Region VIII,25,0,Master of Arts in Ed,Chemistry,Mathematics,Level 1,High
2026-STAR-1671,Rosa,Garcia,Region VII,23,3,Bachelor of Secondary Education,Mathematics,Mathematics,Level 3,Low
2026-STAR-1672,Teresa,Bautista,Region XI,56,19,Bachelor of Secondary Education,General Science,General Science,Level 2,Low
2026-STAR-1673,Juan,Alvarez,Region XIII,36,25,PhD STEM,Physics,Physics,Level 3,Low
2026-STAR-1674,Carmen,Santos,Region I,39,30,Master of Arts in Ed,Physics,Physics,Level 2,Low
2026-STAR-1675,Ricardo,Fernandez,Region X,44,7,BS Science,Unrelated / Not Specified,Mathematics,Level 3,High
2026-STAR-1676,Ramon,Dela Cruz,Region VIII,40,1,Master of Arts in Ed,Chemistry,General Science,Level 1,High
2026-STAR-1677,Carmen,Villanueva,Region III,51,6,BS Science,Chemistry,Chemistry,Level 2,Low
2026-STAR-1678,Rosa,Fernandez,CAR,25,16,Master of Arts in Ed,Unrelated / Not Specified,Physics,Level 1,High
2026-STAR-1679,Miguel,Navarro,Region VI,46,9,PhD STEM,Mathematics,Mathematics,Level 3,Low
2026-STAR-1680,Lourdes,Rizal,Region V,32,31,PhD STEM,General Science,Mathematics,Level 1,High
2026-STAR-1681,Luz,Gonzales,Region X,33,21,Bachelor of Secondary Education,Mathematics,Mathematics,Level 3,Low
2026-STAR-1682,Carmen,Rodriguez,Region IV-B,48,24,Master of Arts in Ed,Chemistry,Chemistry,Level 3,Low
2026-STAR-1683,Rosa,Perez,Region XIII,32,17,Bachelor of Secondary Education,Physics,Physics,Level 2,Low
2026-STAR-1684,Antonio,Santos,Region XI,50,10,BS Science,Mathematics,Physics,Level 1,High
2026-STAR-1685,Carmela,Alvarez,Region VIII,23,2,Master of Arts in Ed,Physics,General Science,Level 1,High
2026-STAR-1686,Roberto,Alvarez,Region IX,53,11,BS Science,General Science,General Science,Level 3,Low
2026-STAR-1687,Teresa,Dela Cruz,CAR,57,17,PhD STEM,Unrelated / Not Specified,Chemistry,Level 3,High
2026-STAR-1688,Pilar,Ramos,Region VII,45,32,PhD STEM,General Science,General Science,Level 3,Low
2026-STAR-1689,Maria,Aquino,Region I,37,13,Master of Arts in Ed,Physics,Physics,Level 3,Low
2026-STAR-1690,Luis,Garcia,Region XI,51,22,PhD STEM,Physics,Physics,Level 3,Low
2026-STAR-1691,Rosa,Bautista,Region XI,31,19,Bachelor of Secondary Education,Biology,Biology,Level 2,Low
2026-STAR-1692,Juan,Santos,Region VII,48,19,Master of Arts in Ed,General Science,General Science,Level 2,Low
2026-STAR-1693,Eduardo,Torres,Region V,53,15,PhD STEM,General Science,General Science,Level 3,Low
2026-STAR-1694,Sofia,Gonzales,Region IV-A,40,26,Master of Arts in Ed,Biology,Chemistry,Level 1,High
2026-STAR-1695,Juan,Lopez,Region IX,44,11,Bachelor of Secondary Education,Unrelated / Not Specified,Chemistry,Level 2,High
2026-STAR-1696,Maria,Reyes,Region VIII,31,0,PhD STEM,Biology,Biology,Level 1,Low
2026-STAR-1697,Luz,Torres,Region VIII,33,2,Bachelor of Secondary Education,Biology,Mathematics,Level 1,High
2026-STAR-1698,Sofia,Garcia,Region X,53,23,PhD STEM,Chemistry,Chemistry,Level 2,Low
2026-STAR-1699,Roberto,Torres,Region VII,41,18,Bachelor of Secondary Education,Chemistry,General Science,Level 1,High
2026-STAR-1700,Pedro,Bautista,Region II,45,5,BS Science,General Science,General Science,Level 3,Low
2026-STAR-1701,Teresa,Reyes,Region IV-B,35,18,Master of Arts in Ed,Biology,Mathematics,Level 1,High
2026-STAR-1702,Carmen,Tolentino,Region VI,54,23,Master of Arts in Ed,Chemistry,Chemistry,Level 3,Low
2026-STAR-1703,Lourdes,Cruz,Region XIII,37,12,PhD STEM,Chemistry,Chemistry,Level 2,Low
2026-STAR-1704,Beatriz,Garcia,Region IV-B,34,7,Bachelor of Secondary Education,Biology,Physics,Level 1,High
2026-STAR-1705,Luis,Bautista,Region XIII,44,9,Bachelor of Secondary Education,Physics,Physics,Level 3,Low
2026-STAR-1706,Carmela,Gomez,Region I,47,22,BS Science,Biology,General Science,Level 1,High
2026-STAR-1707,Manuel,Aquino,Region IV-A,46,7,BS Science,Chemistry,Chemistry,Level 3,Low
2026-STAR-1708,Pedro,Garcia,Region IV-B,48,32,BS Science,Biology,Chemistry,Level 1,High
2026-STAR-1709,Pilar,Ramos,Region XIII,37,31,PhD STEM,Mathematics,Chemistry,Level 1,High
2026-STAR-1710,Carmen,Garcia,BARMM,32,1,PhD STEM,Mathematics,Mathematics,Level 1,Low
2026-STAR-1711,Jose,Santos,Region XIII,26,10,Master of Arts in Ed,Mathematics,Mathematics,Level 3,Low
2026-STAR-1712,Elena,Santos,Region VI,24,5,BS Science,Biology,Biology,Level 3,Low
2026-STAR-1713,Ricardo,Garcia,Region XII,27,28,PhD STEM,Biology,Biology,Level 3,Low
2026-STAR-1714,Antonio,Bautista,Region I,30,22,Master of Arts in Ed,Biology,Biology,Level 2,Low
2026-STAR-1715,Jose,Rizal,NCR,50,27,PhD STEM,Physics,Physics,Level 3,Low
2026-STAR-1716,Carmela,Perez,Region VI,54,23,BS Science,General Science,General Science,Level 3,Low
2026-STAR-1717,Teresa,Aquino,BARMM,30,5,PhD STEM,Chemistry,Mathematics,Level 1,High
2026-STAR-1718,Luis,Rizal,Region VIII,37,3,Bachelor of Secondary Education,Biology,Mathematics,Level 1,High
2026-STAR-1719,Eduardo,Bautista,Region II,46,27,Master of Arts in Ed,Physics,Physics,Level 2,Low
2026-STAR-1720,Juan,Garcia,Region XI,35,14,PhD STEM,Biology,Biology,Level 3,Low
2026-STAR-1721,Juan,Fernandez,Region III,30,6,PhD STEM,Unrelated / Not Specified,Biology,Level 2,High
2026-STAR-1722,Eduardo,Santos,Region XI,50,16,PhD STEM,Chemistry,Chemistry,Level 3,Low
2026-STAR-1723,Pedro,Dela Cruz,Region VII,33,22,BS Science,Biology,Biology,Level 2,Low
2026-STAR-1724,Elena,Garcia,NCR,49,10,Master of Arts in Ed,Biology,Biology,Level 2,Low
2026-STAR-1725,Pedro,Rizal,Region I,46,22,Master of Arts in Ed,General Science,General Science,Level 2,Low
2026-STAR-1726,Eduardo,Bautista,Region X,48,25,PhD STEM,Biology,Biology,Level 2,Low
2026-STAR-1727,Roberto,Garcia,Region IV-B,46,6,Bachelor of Secondary Education,Physics,Physics,Level 2,Low
2026-STAR-1728,Eduardo,Navarro,Region VIII,25,1,BS Science,Chemistry,Mathematics,Level 1,High
2026-STAR-1729,Luis,Lopez,CAR,54,31,Master of Arts in Ed,Physics,Biology,Level 1,High
2026-STAR-1730,Beatriz,Bautista,Region IV-A,55,10,Bachelor of Secondary Education,Mathematics,General Science,Level 1,High
2026-STAR-1731,Miguel,Torres,Region IV-A,57,11,PhD STEM,General Science,General Science,Level 3,Low
2026-STAR-1732,Pedro,Gomez,Region IX,26,4,BS Science,Biology,Biology,Level 2,Low
2026-STAR-1733,Carlos,Rizal,NCR,47,26,Master of Arts in Ed,Unrelated / Not Specified,Physics,Level 2,High
2026-STAR-1734,Rosa,Gonzales,NCR,45,22,Master of Arts in Ed,Chemistry,Chemistry,Level 3,Low
2026-STAR-1735,Juan,Santos,Region XIII,54,31,Master of Arts in Ed,Unrelated / Not Specified,Mathematics,Level 2,High
2026-STAR-1736,Luis,Tolentino,Region I,41,13,Master of Arts in Ed,Biology,Biology,Level 2,Low
2026-STAR-1737,Miguel,Ramos,Region V,39,10,PhD STEM,Biology,Biology,Level 3,Low
2026-STAR-1738,Rosa,Rodriguez,Region II,40,30,PhD STEM,General Science,General Science,Level 3,Low
2026-STAR-1739,Antonio,Garcia,Region X,39,7,Bachelor of Secondary Education,Physics,Physics,Level 3,Low
2026-STAR-1740,Jose,Reyes,NCR,26,14,BS Science,Unrelated / Not Specified,Biology,Level 2,High
2026-STAR-1741,Luis,Garcia,Region XII,39,11,Bachelor of Secondary Education,Unrelated / Not Specified,Mathematics,Level 3,High
2026-STAR-1742,Elena,Aquino,Region III,27,15,Bachelor of Secondary Education,Biology,Biology,Level 3,Low
2026-STAR-1743,Carlos,Gonzales,Region I,28,30,PhD STEM,General Science,General Science,Level 3,Low
2026-STAR-1744,Eduardo,Villanueva,Region VII,31,4,PhD STEM,Biology,Biology,Level 2,Low
2026-STAR-1745,Luis,Mendoza,Region XII,36,4,PhD STEM,Unrelated / Not Specified,Mathematics,Level 2,High
2026-STAR-1746,Maria,Villanueva,CAR,55,3,BS Science,Unrelated / Not Specified,General Science,Level 2,High
2026-STAR-1747,Juan,Garcia,BARMM,24,3,Master of Arts in Ed,Biology,Biology,Level 3,Low
2026-STAR-1748,Beatriz,Aquino,Region IV-A,30,32,BS Science,Unrelated / Not Specified,Biology,Level 3,High
2026-STAR-1749,Antonio,Cruz,Region IX,45,13,Bachelor of Secondary Education,Biology,Biology,Level 3,Low
2026-STAR-1750,Pilar,Lopez,Region VII,39,31,Master of Arts in Ed,Chemistry,Chemistry,Level 3,Low
2026-STAR-1751,Carlos,Tolentino,Region IX,31,12,Bachelor of Secondary Education,Unrelated / Not Specified,Biology,Level 3,High
2026-STAR-1752,Pilar,Gonzales,CAR,38,12,PhD STEM,Biology,Biology,Level 2,Low
2026-STAR-1753,Carmen,Mendoza,Region XI,56,28,PhD STEM,Physics,Physics,Level 3,Low
2026-STAR-1754,Manuel,Tolentino,BARMM,37,5,PhD STEM,Physics,Biology,Level 1,High
2026-STAR-1755,Manuel,Dela Cruz,Region XII,47,9,Bachelor of Secondary Education,Chemistry,Chemistry,Level 2,Low
2026-STAR-1756,Carlos,Dela Cruz,Region VII,52,30,Master of Arts in Ed,Biology,Biology,Level 3,Low
2026-STAR-1757,Elena,Gonzales,Region XI,57,17,Bachelor of Secondary Education,Biology,Biology,Level 3,Low
2026-STAR-1758,Maria,Torres,Region V,37,28,Bachelor of Secondary Education,Physics,Physics,Level 3,Low
2026-STAR-1759,Juan,Torres,Region IX,39,23,Bachelor of Secondary Education,Biology,Biology,Level 2,Low
2026-STAR-1760,Elena,Lopez,Region I,33,9,Bachelor of Secondary Education,Biology,Biology,Level 3,Low
2026-STAR-1761,Miguel,Perez,Region III,32,11,Bachelor of Secondary Education,Unrelated / Not Specified,Chemistry,Level 1,High
2026-STAR-1762,Roberto,Santos,Region XII,43,24,BS Science,Unrelated / Not Specified,Physics,Level 2,High
2026-STAR-1763,Pedro,Aquino,Region III,29,23,BS Science,General Science,General Science,Level 2,Low
2026-STAR-1764,Roberto,Aquino,Region III,56,13,Bachelor of Secondary Education,Physics,Physics,Level 2,Low
2026-STAR-1765,Carmen,Torres,Region IV-A,42,3,Bachelor of Secondary Education,Chemistry,Chemistry,Level 2,Low
2026-STAR-1766,Pedro,Fernandez,Region X,46,9,PhD STEM,Unrelated / Not Specified,Physics,Level 2,High
2026-STAR-1767,Rosa,Aquino,BARMM,22,0,Bachelor of Secondary Education,Chemistry,General Science,Level 1,High
2026-STAR-1768,Pedro,Aquino,Region VIII,28,7,PhD STEM,Biology,Chemistry,Level 1,High
2026-STAR-1769,Carlos,Dela Cruz,Region III,41,20,PhD STEM,Chemistry,Physics,Level 1,High
2026-STAR-1770,Beatriz,Perez,BARMM,22,7,Bachelor of Secondary Education,General Science,General Science,Level 3,Low
2026-STAR-1771,Ana,Aquino,CAR,30,7,BS Science,Biology,Biology,Level 2,Low
2026-STAR-1772,Antonio,Santos,Region IV-A,56,3,Bachelor of Secondary Education,General Science,General Science,Level 2,Low
2026-STAR-1773,Roberto,Gomez,Region II,30,23,BS Science,General Science,General Science,Level 2,Low
2026-STAR-1774,Maria,Aquino,Region IX,28,22,Bachelor of Secondary Education,Mathematics,Mathematics,Level 2,Low
2026-STAR-1775,Ricardo,Santos,Region XIII,28,32,Bachelor of Secondary Education,Biology,Biology,Level 3,Low
2026-STAR-1776,Miguel,Rizal,Region VII,44,16,PhD STEM,General Science,General Science,Level 3,Low
2026-STAR-1777,Eduardo,Mendoza,Region IV-B,50,30,Master of Arts in Ed,Biology,Biology,Level 2,Low
2026-STAR-1778,Pedro,Tolentino,Region II,56,25,Bachelor of Secondary Education,General Science,General Science,Level 2,Low
2026-STAR-1779,Juan,Gonzales,CAR,33,31,Master of Arts in Ed,Physics,General Science,Level 1,High
2026-STAR-1780,Juan,Fernandez,Region XIII,56,7,PhD STEM,Physics,Physics,Level 2,Low
2026-STAR-1781,Jose,Rodriguez,Region VII,44,23,BS Science,Biology,Biology,Level 2,Low
2026-STAR-1782,Antonio,Perez,Region XI,42,26,BS Science,Physics,Biology,Level 1,High
2026-STAR-1783,Eduardo,Ramos,Region IV-B,32,27,BS Science,Mathematics,Mathematics,Level 3,Low
2026-STAR-1784,Elena,Aquino,Region IX,50,4,PhD STEM,Biology,Biology,Level 2,Low
2026-STAR-1785,Pilar,Reyes,NCR,43,17,BS Science,Physics,Physics,Level 2,Low
2026-STAR-1786,Carmen,Dela Cruz,Region V,32,23,Master of Arts in Ed,General Science,General Science,Level 2,Low
2026-STAR-1787,Miguel,Aquino,Region IV-B,28,3,Bachelor of Secondary Education,Mathematics,Physics,Level 1,High
2026-STAR-1788,Luis,Rizal,Region X,25,19,BS Science,General Science,General Science,Level 2,Low
2026-STAR-1789,Teresa,Rodriguez,NCR,56,4,BS Science,Biology,Biology,Level 3,Low
2026-STAR-1790,Ricardo,Lopez,Region XIII,55,20,Master of Arts in Ed,Mathematics,Mathematics,Level 2,Low
2026-STAR-1791,Elena,Perez,BARMM,24,2,PhD STEM,Unrelated / Not Specified,Biology,Level 1,High
2026-STAR-1792,Juan,Perez,Region IX,39,14,PhD STEM,Unrelated / Not Specified,Chemistry,Level 3,High
2026-STAR-1793,Sofia,Ramos,Region I,24,5,Master of Arts in Ed,Mathematics,Mathematics,Level 2,Low
2026-STAR-1794,Sofia,Lopez,Region III,44,16,Bachelor of Secondary Education,Biology,Biology,Level 2,Low
2026-STAR-1795,Carlos,Lopez,Region XII,37,18,BS Science,Physics,Physics,Level 3,Low
2026-STAR-1796,Jose,Villanueva,CAR,23,31,BS Science,Unrelated / Not Specified,Biology,Level 3,High
2026-STAR-1797,Pilar,Aquino,Region VIII,24,5,BS Science,Unrelated / Not Specified,Chemistry,Level 1,High
2026-STAR-1798,Manuel,Villanueva,Region I,43,4,PhD STEM,Physics,Physics,Level 2,Low
2026-STAR-1799,Ana,Gonzales,NCR,45,29,BS Science,Chemistry,Chemistry,Level 3,Low
2026-STAR-1800,Antonio,Dela Cruz,Region IV-B,51,19,PhD STEM,Unrelated / Not Specified,Biology,Level 1,High
2026-STAR-1801,Manuel,Ramos,Region II,57,16,BS Science,General Science,Physics,Level 1,High
2026-STAR-1802,Carmen,Villanueva,Region X,46,11,Master of Arts in Ed,Biology,Biology,Level 3,Low
2026-STAR-1803,Carlos,Gomez,Region IX,45,31,PhD STEM,Physics,Physics,Level 3,Low
2026-STAR-1804,Antonio,Reyes,NCR,25,6,Master of Arts in Ed,Biology,Biology,Level 3,Low
2026-STAR-1805,Elena,Santos,NCR,39,27,Master of Arts in Ed,Chemistry,Chemistry,Level 3,Low
2026-STAR-1806,Pedro,Rizal,Region X,33,6,PhD STEM,Mathematics,Mathematics,Level 2,Low
2026-STAR-1807,Ramon,Fernandez,CAR,24,15,PhD STEM,Mathematics,Mathematics,Level 3,Low
2026-STAR-1808,Luz,Garcia,Region VI,41,10,PhD STEM,Physics,Physics,Level 3,Low
2026-STAR-1809,Maria,Mendoza,Region IV-A,53,11,PhD STEM,Unrelated / Not Specified,Mathematics,Level 1,High
2026-STAR-1810,Jose,Lopez,Region XI,38,28,Bachelor of Secondary Education,Unrelated / Not Specified,General Science,Level 3,High
2026-STAR-1811,Miguel,Perez,Region IX,53,3,Master of Arts in Ed,Physics,Physics,Level 3,Low
2026-STAR-1812,Luz,Villanueva,Region V,55,5,PhD STEM,General Science,General Science,Level 2,Low
2026-STAR-1813,Manuel,Ramos,Region X,44,11,Bachelor of Secondary Education,Chemistry,Biology,Level 1,High
2026-STAR-1814,Beatriz,Cruz,Region VI,55,31,Bachelor of Secondary Education,General Science,Mathematics,Level 1,High
2026-STAR-1815,Carmela,Garcia,CAR,24,17,Master of Arts in Ed,Mathematics,Mathematics,Level 2,Low
2026-STAR-1816,Ramon,Bautista,Region V,29,29,Bachelor of Secondary Education,Chemistry,Chemistry,Level 3,Low
2026-STAR-1817,Pedro,Mendoza,Region IV-B,27,11,Master of Arts in Ed,Physics,Physics,Level 2,Low
2026-STAR-1818,Luz,Gonzales,Region XII,48,9,Master of Arts in Ed,Chemistry,Chemistry,Level 2,Low
2026-STAR-1819,Roberto,Torres,Region I,31,14,BS Science,General Science,Biology,Level 1,High
2026-STAR-1820,Carmen,Bautista,CAR,46,12,Master of Arts in Ed,Chemistry,Chemistry,Level 2,Low
2026-STAR-1821,Luis,Tolentino,Region I,45,14,BS Science,Chemistry,Chemistry,Level 2,Low
2026-STAR-1822,Jose,Alvarez,BARMM,34,5,Master of Arts in Ed,Unrelated / Not Specified,Physics,Level 1,High
2026-STAR-1823,Antonio,Villanueva,Region XIII,32,5,PhD STEM,Chemistry,Chemistry,Level 3,Low
2026-STAR-1824,Luis,Reyes,Region VIII,27,7,BS Science,Mathematics,Physics,Level 1,High
2026-STAR-1825,Carmen,Lopez,Region III,28,28,Bachelor of Secondary Education,Chemistry,Biology,Level 1,High
2026-STAR-1826,Ricardo,Navarro,Region I,57,28,BS Science,Mathematics,Mathematics,Level 2,Low
2026-STAR-1827,Carmela,Reyes,Region IX,40,9,Master of Arts in Ed,General Science,Physics,Level 1,High
2026-STAR-1828,Teresa,Dela Cruz,Region XI,46,9,Master of Arts in Ed,Physics,Physics,Level 2,Low
2026-STAR-1829,Sofia,Rizal,Region IV-A,49,18,PhD STEM,Biology,Biology,Level 2,Low
2026-STAR-1830,Pedro,Garcia,Region XII,31,15,BS Science,Mathematics,Mathematics,Level 3,Low
2026-STAR-1831,Carmela,Lopez,CAR,24,29,Bachelor of Secondary Education,General Science,General Science,Level 3,Low
2026-STAR-1832,Beatriz,Mendoza,Region VIII,29,2,Bachelor of Secondary Education,Unrelated / Not Specified,Physics,Level 1,High
2026-STAR-1833,Teresa,Rodriguez,BARMM,32,5,PhD STEM,Mathematics,Mathematics,Level 3,Low
2026-STAR-1834,Maria,Fernandez,Region IX,30,22,PhD STEM,General Science,General Science,Level 2,Low
2026-STAR-1835,Carmela,Cruz,Region V,39,9,BS Science,Unrelated / Not Specified,Physics,Level 2,High
2026-STAR-1836,Beatriz,Santos,Region XIII,39,18,BS Science,Unrelated / Not Specified,Mathematics,Level 3,High
2026-STAR-1837,Ramon,Tolentino,CAR,46,20,BS Science,Mathematics,Mathematics,Level 2,Low
2026-STAR-1838,Carmen,Tolentino,Region III,50,22,Bachelor of Secondary Education,Mathematics,Mathematics,Level 3,Low
2026-STAR-1839,Rosa,Rodriguez,Region VIII,29,4,PhD STEM,Unrelated / Not Specified,Biology,Level 1,High
2026-STAR-1840,Carmen,Dela Cruz,Region II,41,12,BS Science,Unrelated / Not Specified,Biology,Level 1,High
2026-STAR-1841,Juan,Perez,Region IV-A,50,16,Bachelor of Secondary Education,Mathematics,Mathematics,Level 2,Low
2026-STAR-1842,Luz,Torres,Region XI,52,3,PhD STEM,Chemistry,Chemistry,Level 2,Low
2026-STAR-1843,Luz,Reyes,BARMM,27,0,BS Science,Biology,Biology,Level 1,Low
2026-STAR-1844,Jose,Rizal,Region II,42,29,BS Science,General Science,General Science,Level 3,Low
2026-STAR-1845,Pedro,Rodriguez,Region I,45,27,BS Science,Mathematics,Physics,Level 1,High
2026-STAR-1846,Maria,Rizal,Region X,27,30,Master of Arts in Ed,General Science,Chemistry,Level 1,High
2026-STAR-1847,Miguel,Villanueva,Region XIII,50,6,BS Science,Mathematics,Mathematics,Level 3,Low
2026-STAR-1848,Antonio,Tolentino,Region X,26,24,Master of Arts in Ed,Mathematics,Mathematics,Level 3,Low
2026-STAR-1849,Juan,Dela Cruz,Region IV-B,24,4,PhD STEM,Biology,Biology,Level 3,Low
2026-STAR-1850,Luis,Alvarez,Region XI,29,25,Bachelor of Secondary Education,Mathematics,Mathematics,Level 2,Low
2026-STAR-1851,Carmela,Alvarez,Region III,44,5,PhD STEM,General Science,General Science,Level 2,Low
2026-STAR-1852,Roberto,Lopez,CAR,36,21,PhD STEM,Unrelated / Not Specified,Chemistry,Level 1,High
2026-STAR-1853,Carmela,Alvarez,Region XIII,27,14,Master of Arts in Ed,Physics,Physics,Level 3,Low
2026-STAR-1854,Roberto,Navarro,Region IV-A,49,8,PhD STEM,Biology,Biology,Level 2,Low
2026-STAR-1855,Rosa,Santos,Region VIII,41,9,BS Science,General Science,General Science,Level 3,Low
2026-STAR-1856,Ricardo,Garcia,Region II,33,7,Bachelor of Secondary Education,Chemistry,Chemistry,Level 2,Low
2026-STAR-1857,Juan,Reyes,Region VII,35,7,BS Science,Unrelated / Not Specified,Biology,Level 2,High
2026-STAR-1858,Roberto,Gomez,Region IV-B,38,28,PhD STEM,Mathematics,Mathematics,Level 3,Low
2026-STAR-1859,Ricardo,Fernandez,Region VIII,33,8,Bachelor of Secondary Education,Biology,Biology,Level 2,Low
2026-STAR-1860,Lourdes,Ramos,BARMM,40,7,Master of Arts in Ed,Physics,Physics,Level 2,Low
2026-STAR-1861,Pilar,Bautista,Region IV-B,30,4,Bachelor of Secondary Education,Chemistry,Chemistry,Level 2,Low
2026-STAR-1862,Elena,Torres,Region IX,43,11,Master of Arts in Ed,Unrelated / Not Specified,General Science,Level 2,High
2026-STAR-1863,Beatriz,Gonzales,Region XI,51,10,BS Science,Biology,Mathematics,Level 1,High
2026-STAR-1864,Luis,Ramos,Region XIII,50,16,Master of Arts in Ed,Biology,Biology,Level 3,Low
2026-STAR-1865,Ramon,Mendoza,Region VIII,34,8,BS Science,General Science,General Science,Level 3,Low
2026-STAR-1866,Eduardo,Torres,Region XII,30,32,PhD STEM,Unrelated / Not Specified,Physics,Level 1,High
2026-STAR-1867,Luis,Cruz,NCR,56,5,PhD STEM,Unrelated / Not Specified,Chemistry,Level 2,High
2026-STAR-1868,Luis,Fernandez,Region V,42,4,Bachelor of Secondary Education,Biology,Biology,Level 2,Low
2026-STAR-1869,Carmela,Villanueva,Region I,26,8,BS Science,General Science,General Science,Level 3,Low
2026-STAR-1870,Luz,Reyes,Region XIII,23,10,BS Science,General Science,General Science,Level 3,Low
2026-STAR-1871,Beatriz,Gonzales,Region IX,52,30,BS Science,Biology,Biology,Level 2,Low
2026-STAR-1872,Sofia,Bautista,Region III,56,26,Master of Arts in Ed,Mathematics,Mathematics,Level 3,Low
2026-STAR-1873,Carmen,Alvarez,Region II,57,27,Master of Arts in Ed,Mathematics,Mathematics,Level 3,Low
2026-STAR-1874,Juan,Garcia,Region X,32,3,Master of Arts in Ed,Biology,Chemistry,Level 1,High
2026-STAR-1875,Ricardo,Aquino,Region II,48,11,PhD STEM,Mathematics,Physics,Level 1,High
2026-STAR-1876,Jose,Gomez,Region III,29,14,Bachelor of Secondary Education,Physics,Mathematics,Level 1,High
2026-STAR-1877,Sofia,Villanueva,Region XIII,55,11,BS Science,Physics,Biology,Level 1,High
2026-STAR-1878,Manuel,Ramos,BARMM,41,8,Bachelor of Secondary Education,Physics,Physics,Level 3,Low
2026-STAR-1879,Miguel,Mendoza,Region VI,32,19,BS Science,Biology,Biology,Level 2,Low
2026-STAR-1880,Ana,Aquino,Region II,35,23,Bachelor of Secondary Education,Biology,Biology,Level 3,Low
2026-STAR-1881,Lourdes,Navarro,Region III,41,28,BS Science,Chemistry,Chemistry,Level 3,Low
2026-STAR-1882,Beatriz,Aquino,NCR,49,23,Bachelor of Secondary Education,Physics,Physics,Level 3,Low
2026-STAR-1883,Miguel,Perez,Region XIII,41,12,Bachelor of Secondary Education,Physics,Physics,Level 3,Low
2026-STAR-1884,Sofia,Perez,Region IX,28,32,BS Science,Physics,Physics,Level 2,Low
2026-STAR-1885,Beatriz,Gonzales,Region V,26,4,Master of Arts in Ed,Biology,Mathematics,Level 1,High
2026-STAR-1886,Pedro,Fernandez,Region IV-A,49,24,BS Science,Unrelated / Not Specified,Chemistry,Level 1,High
2026-STAR-1887,Luis,Rizal,Region X,27,27,Master of Arts in Ed,Chemistry,Chemistry,Level 2,Low
2026-STAR-1888,Roberto,Cruz,Region XII,35,13,Master of Arts in Ed,Physics,Physics,Level 3,Low
2026-STAR-1889,Ramon,Torres,CAR,53,17,PhD STEM,Unrelated / Not Specified,Physics,Level 2,High
2026-STAR-1890,Beatriz,Tolentino,Region IV-B,36,29,BS Science,Unrelated / Not Specified,Physics,Level 3,High
2026-STAR-1891,Jose,Santos,Region VIII,36,9,PhD STEM,Biology,Chemistry,Level 1,High
2026-STAR-1892,Rosa,Aquino,CAR,56,30,BS Science,Biology,Biology,Level 3,Low
2026-STAR-1893,Antonio,Navarro,Region V,41,29,BS Science,Mathematics,Mathematics,Level 2,Low
2026-STAR-1894,Beatriz,Villanueva,NCR,34,12,Bachelor of Secondary Education,General Science,General Science,Level 3,Low
2026-STAR-1895,Beatriz,Lopez,CAR,26,30,Master of Arts in Ed,Physics,Physics,Level 2,Low
2026-STAR-1896,Jose,Rodriguez,NCR,52,16,Master of Arts in Ed,Mathematics,Mathematics,Level 3,Low
2026-STAR-1897,Ricardo,Santos,Region VII,43,32,BS Science,General Science,General Science,Level 3,Low
